      event_id  detector_system  detector_index  n_hits  first_arrival
1799       152                0              96     205       4.344254
1800       152                0              98      11       5.921338
1801       152                0             114     179       3.994088
1802       152                0             128     150       4.683857
1803       152                0             130      71       5.687108
1804       152                0             131     259       3.574535
1805       152                2             132     559       3.326112
1806       152                2             133      74       6.310566
1807       153                0              65      31       1.634912
1808       153                0              68     559       2.150974
1809       153                0              72     228       2.360625
1810       153                0              77      46       5.277383
1811       153                0              78     127       4.873009
1812       153                0              79     272       3.489975
1813       153                0              80      26       6.132512
1814       153                0              83      21       6.572023
1815       153                0              94      34       2.783732
1816       153                0              96     130       4.800736
1817       153                0             114     138       4.164566
1818       153                0             128     116       5.063075
1819       153                0             131     216       3.798132
1820       153                2             132    1324       2.729603
1821       153                2             133       8       6.789207
1822       154                0              65     678       0.886186
1823       154                0              68     599       1.752238
1824       154                0              72     133       2.318701
1825       154                0              77      16       5.489673
1826       154                0              78     102       5.464887
1827       154                0              79      70       4.134043
1828       154                0              92       4       1.572989
1829       154                0              94       8       2.785666
1830       154                0              96      69       5.315895
1831       154                0             114     112       4.502957
1832       154                0             128      22       5.531353
1833       154                0             131     148       4.208406
1834       155                0              65     349       0.784686
1835       155                0              72      51       2.610582
1836       155                0              78      34       6.060649
1837       155                0              79       2       4.919533
1838       155                0             131      58       4.707943
1839       156                0              40       3       3.161591
1840       156                0              43     238       0.922631
1841       156                0              73       1       5.310881
1842       156                0              81       1       5.085293
1843       156                0              83      56       6.064859
1844       156                0             127      13       2.672274
1845       156                0             129       4       4.727241
1846       157                0              40     386       1.922742
1847       157                0              43     532       0.966552
1848       157                0              73     113       4.641986
1849       157                0              81     140       4.044710
1850       157                0              83      92       5.475668
1851       157                0              98     103       5.258446
1852       157                0             118      30       3.002714
1853       157                0             123       6       1.507008
1854       157                0             127      55       2.238403
1855       157                0             129      16       4.122617
1856       157                0             130      15       5.648735
1857       158                0              40     548       2.233473
1858       158                0              43      70       1.626702
1859       158                0              73     150       4.326018
1860       158                0              78      12       6.618658
1861       158                0              81     263       3.496184
1862       158                0              83     121       4.891819
1863       158                0              98     108       4.722446
1864       158                0             118      41       2.973404
1865       158                0             123      22       1.689491
1866       158                0             127     245       2.263631
1867       158                0             129     204       3.674505
1868       158                0             130     102       5.196148
1869       159                0              22      18       4.303316
1870       159                0              37      17       4.902878
1871       159                0              40     287       2.788656
1872       159                0              73     173       4.176235
1873       159                0              74       3       6.379744
1874       159                0              78     123       5.963479
1875       159                0              81     815       3.176293
1876       159                0              83     184       4.318751
1877       159                0              96       3       6.099009
1878       159                0              98     186       4.234951
1879       159                0             118      10       3.354701
1880       159                0             127     235       2.615548
1881       159                0             128      75       5.652740
1882       159                0             129     299       3.417914
1883       159                0             130     149       4.832917
1884       159                2             133       7       6.736404
1885       160                0              20       1       5.511496
1886       160                0              22      26       4.205102
1887       160                0              37     101       4.469394
1888       160                0              40      72       3.423866
1889       160                0              73     215       4.227674
1890       160                0              74      14       6.270833
1891       160                0              78     177       5.374337
1892       160                0              81     456       3.557091
1893       160                0              83     426       3.799855
1894       160                0              96      92       5.503471
1895       160                0              98     249       3.878337
1896       160                0             127      57       3.197518
1897       160                0             128     217       5.097707
1898       160                0             129     385       3.512650
1899       160                0             130     190       4.599703
1900       160                2             133      38       6.473598
1901       161                0              20      62       4.631203
1902       161                0              37     130       4.295585
1903       161                0              73     212       4.469891
1904       161                0              74      38       6.210312
1905       161                0              78     230       4.790920
1906       161                0              79      94       5.265851
1907       161                0              80       1       6.640946
1908       161                0              81     267       4.113398
1909       161                0              83     779       3.725503
1910       161                0              96     173       5.078800
1911       161                0              98     376       3.816613
1912       161                0             114     104       4.914165
1913       161                0             128     288       4.572278
1914       161                0             129     321       3.888197
1915       161                0             130     216       4.564040
1916       161                0             131       1       5.421535
1917       161                2             133     106       6.338283
1918       162                0              20     134       4.352789
1919       162                0              37     151       4.353600
1920       162                0              73      96       4.844210
1921       162                0              74      34       6.323546
1922       162                0              78     389       4.221377
1923       162                0              79     168       4.681077
1924       162                0              80      30       6.346159
1925       162                0              81     172       4.693733
1926       162                0              83     360       4.215931
1927       162                0              96     202       4.748681
1928       162                0              98     356       4.095678
1929       162                0             114     256       4.371954
1930       162                0             128     328       4.110169
1931       162                0             129     208       4.383330
1932       162                0             130     212       4.732046
1933       162                0             131     106       4.837062
1934       162                2             132      25       5.153757
1935       162                2             133      91       6.298949
1936       163                0              20     138       4.296708
1937       163                0              23       2       4.636912
1938       163                0              37      67       4.628254
1939       163                0              73       2       5.446549
1940       163                0              74       2       6.615899
1941       163                0              78     732       3.730853
1942       163                0              79     289       4.098671
1943       163                0              80      39       6.237897
1944       163                0              81     101       5.280871
1945       163                0              83     242       4.784513
1946       163                0              96     202       4.575171
1947       163                0              98     240       4.551206
1948       163                0             114     305       3.877241
1949       163                0             128     382       3.820596
1950       163                0             129      94       4.923179
1951       163                0             130     169       5.057338
1952       163                0             131     188       4.465780
1953       163                2             132     197       4.522075
1954       163                2             133      85       6.328360
1955       164                0              20     112       4.456215
1956       164                0              23      39       4.182934
1957       164                0              68      44       3.442350
1958       164                0              78     377       3.802591
1959       164                0              79     497       3.545500
1960       164                0              80      25       6.263612
1961       164                0              83     164       5.368266
1962       164                0              94      37       3.234621
1963       164                0              96     183       4.602877
1964       164                0              98     197       5.075026
1965       164                0             114     396       3.500199
1966       164                0             128     291       3.871566
1967       164                0             130      96       5.484853
1968       164                0             131     198       4.222871
1969       164                2             132     321       3.922846
1970       164                2             133      44       6.538533
1971       165                0              20      26       4.929039
1972       165                0              23      29       4.249032
1973       165                0              68     267       2.751743
1974       165                0              72       1       3.607471
1975       165                0              78     207       4.320802
1976       165                0              79     709       3.189422
1977       165                0              80       4       6.401119
1978       165                0              83     116       5.957835
1979       165                0              94     214       2.570185
1980       165                0              96     139       4.834269
1981       165                0              98      89       5.628758
1982       165                0             114     297       3.404192
1983       165                0             128     174       4.224195
1984       165                0             130       8       6.040841
1985       165                0             131     199       4.165948
1986       165                2             132     473       3.327601
1987       165                2             133       7       6.734173
1988       166                0              23       1       4.752826
1989       166                0              65      15       1.693816
1990       166                0              68     503       2.193544
1991       166                0              72      29       3.005340
1992       166                0              78     130       4.892675
1993       166                0              79     278       3.536441
1994       166                0              83       8       6.598444
1995       166                0              91       2       1.888133
1996       166                0              94     212       2.205864
1997       166                0              96     126       5.185804
1998       166                0             114     200       3.662064
1999       166                0             128     149       4.707505
2000       166                0             131     174       4.317996
2001       166                2             132     780       2.744130
2002       167                0              65     498       0.941755
2003       167                0              68     429       1.853503
2004       167                0              72      15       3.020194
2005       167                0              78      95       5.476785
2006       167                0              79     169       4.088238
2007       167                0              94      73       2.154798
2008       167                0              96      21       5.636453
2009       167                0             114      12       4.113174
2010       167                0             128      78       5.250214
2011       167                0             131      90       4.634014
2012       168                0              65     265       0.855428
2013       168                0              68       9       2.441154
2014       168                0              78      44       6.070640
2015       168                0              79      16       4.854658
2016       168                0              94       9       2.556054
2017       168                0             114       4       4.706619
2018       168                0             131       1       5.294582
